INFO:root:Namespace(accumulate=None, batch_size=32, bert_dataset='wiki_cn_cased', bert_model='bert_12_768_12', dev_batch_size=8, dtype='float32', epochs=3, epsilon=1e-06, gpu=None, log_interval=10, lr=2e-05, max_len=128, model_parameters=None, only_inference=False, optimizer='bertadam', output_dir='./output_dir', pad=False, pretrained_bert_parameters=None, seed=3, task_name='LCQMC', warmup_ratio=0.1)
INFO:root:processing dataset...
WARNING:py.warnings:/cluster/home/it_stu116/.local/lib/python3.7/site-packages/gluonnlp/data/batchify/batchify.py:235: UserWarning: Padding value is not given and will be set automatically to 0 in data.batchify.Pad(). Please check whether this is intended (e.g. value of padding index in the vocabulary).
  'Padding value is not given and will be set automatically to 0 '

WARNING:py.warnings:/cluster/home/it_stu116/.local/lib/python3.7/site-packages/gluonnlp/data/sampler.py:352: UserWarning: Some buckets are empty and will be removed. Unused bucket keys=[116]
  str(unused_bucket_keys))

INFO:root:Now we are doing BERT classification training on cpu(0)!
[12:55:45] src/base.cc:49: GPU context requested, but no GPUs found.
INFO:root:[Epoch 1 Batch 2380/7467] loss=0.2095, lr=0.0000159, metrics:accuracy:0.8756
INFO:root:[Epoch 1 Batch 2390/7467] loss=0.3251, lr=0.0000160, metrics:accuracy:0.8756
INFO:root:[Epoch 1 Batch 2400/7467] loss=0.2043, lr=0.0000161, metrics:accuracy:0.8758
INFO:root:[Epoch 1 Batch 2410/7467] loss=0.2793, lr=0.0000161, metrics:accuracy:0.8758
INFO:root:[Epoch 1 Batch 2420/7467] loss=0.1918, lr=0.0000162, metrics:accuracy:0.8760
INFO:root:[Epoch 1 Batch 2430/7467] loss=0.2766, lr=0.0000163, metrics:accuracy:0.8760
INFO:root:[Epoch 1 Batch 2440/7467] loss=0.2577, lr=0.0000163, metrics:accuracy:0.8760
INFO:root:[Epoch 1 Batch 2450/7467] loss=0.2081, lr=0.0000164, metrics:accuracy:0.8762
INFO:root:[Epoch 1 Batch 2460/7467] loss=0.2068, lr=0.0000165, metrics:accuracy:0.8764
INFO:root:[Epoch 1 Batch 2470/7467] loss=0.2029, lr=0.0000165, metrics:accuracy:0.8766
INFO:root:[Epoch 1 Batch 2480/7467] loss=0.2651, lr=0.0000166, metrics:accuracy:0.8766
INFO:root:[Epoch 1 Batch 2490/7467] loss=0.2624, lr=0.0000167, metrics:accuracy:0.8767
INFO:root:[Epoch 1 Batch 2500/7467] loss=0.2340, lr=0.0000167, metrics:accuracy:0.8768
INFO:root:[Epoch 1 Batch 2510/7467] loss=0.2369, lr=0.0000168, metrics:accuracy:0.8769
INFO:root:[Epoch 1 Batch 2520/7467] loss=0.2340, lr=0.0000169, metrics:accuracy:0.8770
INFO:root:[Epoch 1 Batch 2530/7467] loss=0.2025, lr=0.0000170, metrics:accuracy:0.8772
INFO:root:[Epoch 1 Batch 2540/7467] loss=0.2545, lr=0.0000170, metrics:accuracy:0.8773
INFO:root:[Epoch 1 Batch 2550/7467] loss=0.2417, lr=0.0000171, metrics:accuracy:0.8773
INFO:root:[Epoch 1 Batch 2560/7467] loss=0.1941, lr=0.0000172, metrics:accuracy:0.8775
INFO:root:[Epoch 1 Batch 2570/7467] loss=0.2314, lr=0.0000172, metrics:accuracy:0.8777
INFO:root:[Epoch 1 Batch 2580/7467] loss=0.2099, lr=0.0000173, metrics:accuracy:0.8778
INFO:root:[Epoch 1 Batch 2590/7467] loss=0.2066, lr=0.0000174, metrics:accuracy:0.8780
INFO:root:[Epoch 1 Batch 2600/7467] loss=0.2209, lr=0.0000174, metrics:accuracy:0.8781
INFO:root:[Epoch 1 Batch 2610/7467] loss=0.1801, lr=0.0000175, metrics:accuracy:0.8783
INFO:root:[Epoch 1 Batch 2620/7467] loss=0.2860, lr=0.0000176, metrics:accuracy:0.8784
INFO:root:[Epoch 1 Batch 2630/7467] loss=0.2512, lr=0.0000176, metrics:accuracy:0.8785
INFO:root:[Epoch 1 Batch 2640/7467] loss=0.2574, lr=0.0000177, metrics:accuracy:0.8786
INFO:root:[Epoch 1 Batch 2650/7467] loss=0.1997, lr=0.0000178, metrics:accuracy:0.8787
INFO:root:[Epoch 1 Batch 2660/7467] loss=0.1919, lr=0.0000178, metrics:accuracy:0.8788
INFO:root:[Epoch 1 Batch 2670/7467] loss=0.2406, lr=0.0000179, metrics:accuracy:0.8789
INFO:root:[Epoch 1 Batch 2680/7467] loss=0.2161, lr=0.0000180, metrics:accuracy:0.8791
INFO:root:[Epoch 1 Batch 2690/7467] loss=0.2572, lr=0.0000180, metrics:accuracy:0.8791
INFO:root:[Epoch 1 Batch 2700/7467] loss=0.2449, lr=0.0000181, metrics:accuracy:0.8791
INFO:root:[Epoch 1 Batch 2710/7467] loss=0.2765, lr=0.0000182, metrics:accuracy:0.8791
INFO:root:[Epoch 1 Batch 2720/7467] loss=0.2623, lr=0.0000182, metrics:accuracy:0.8792
INFO:root:[Epoch 1 Batch 2730/7467] loss=0.2285, lr=0.0000183, metrics:accuracy:0.8794
INFO:root:[Epoch 1 Batch 2740/7467] loss=0.1966, lr=0.0000184, metrics:accuracy:0.8796
INFO:root:[Epoch 1 Batch 2750/7467] loss=0.2983, lr=0.0000184, metrics:accuracy:0.8796
INFO:root:[Epoch 1 Batch 2760/7467] loss=0.2068, lr=0.0000185, metrics:accuracy:0.8798
INFO:root:[Epoch 1 Batch 2770/7467] loss=0.2644, lr=0.0000186, metrics:accuracy:0.8799
INFO:root:[Epoch 1 Batch 2780/7467] loss=0.2397, lr=0.0000186, metrics:accuracy:0.8799
INFO:root:[Epoch 1 Batch 2790/7467] loss=0.2844, lr=0.0000187, metrics:accuracy:0.8799
INFO:root:[Epoch 1 Batch 2800/7467] loss=0.2103, lr=0.0000188, metrics:accuracy:0.8799
INFO:root:[Epoch 1 Batch 2810/7467] loss=0.2240, lr=0.0000188, metrics:accuracy:0.8801
INFO:root:[Epoch 1 Batch 2820/7467] loss=0.2387, lr=0.0000189, metrics:accuracy:0.8802
INFO:root:[Epoch 1 Batch 2830/7467] loss=0.2742, lr=0.0000190, metrics:accuracy:0.8802
INFO:root:[Epoch 1 Batch 2840/7467] loss=0.2684, lr=0.0000190, metrics:accuracy:0.8803
INFO:root:[Epoch 1 Batch 2850/7467] loss=0.2075, lr=0.0000191, metrics:accuracy:0.8804
INFO:root:[Epoch 1 Batch 2860/7467] loss=0.1815, lr=0.0000192, metrics:accuracy:0.8806
INFO:root:[Epoch 1 Batch 2870/7467] loss=0.2893, lr=0.0000192, metrics:accuracy:0.8806
INFO:root:[Epoch 1 Batch 2880/7467] loss=0.2718, lr=0.0000193, metrics:accuracy:0.8806
INFO:root:[Epoch 1 Batch 2890/7467] loss=0.2270, lr=0.0000194, metrics:accuracy:0.8807
INFO:root:[Epoch 1 Batch 2900/7467] loss=0.2173, lr=0.0000194, metrics:accuracy:0.8808
INFO:root:[Epoch 1 Batch 2910/7467] loss=0.2099, lr=0.0000195, metrics:accuracy:0.8810
INFO:root:[Epoch 1 Batch 2920/7467] loss=0.2032, lr=0.0000196, metrics:accuracy:0.8811
INFO:root:[Epoch 1 Batch 2930/7467] loss=0.3151, lr=0.0000196, metrics:accuracy:0.8811
INFO:root:[Epoch 1 Batch 2940/7467] loss=0.2284, lr=0.0000197, metrics:accuracy:0.8812
INFO:root:[Epoch 1 Batch 2950/7467] loss=0.2409, lr=0.0000198, metrics:accuracy:0.8813
INFO:root:[Epoch 1 Batch 2960/7467] loss=0.2692, lr=0.0000198, metrics:accuracy:0.8814
INFO:root:[Epoch 1 Batch 2970/7467] loss=0.2829, lr=0.0000199, metrics:accuracy:0.8814
INFO:root:[Epoch 1 Batch 2980/7467] loss=0.2385, lr=0.0000200, metrics:accuracy:0.8814
INFO:root:[Epoch 1 Batch 2990/7467] loss=0.3179, lr=0.0000200, metrics:accuracy:0.8814
INFO:root:[Epoch 1 Batch 3000/7467] loss=0.2380, lr=0.0000200, metrics:accuracy:0.8814
INFO:root:[Epoch 1 Batch 3010/7467] loss=0.2649, lr=0.0000200, metrics:accuracy:0.8815
INFO:root:[Epoch 1 Batch 3020/7467] loss=0.2688, lr=0.0000200, metrics:accuracy:0.8814
INFO:root:[Epoch 1 Batch 3030/7467] loss=0.2361, lr=0.0000200, metrics:accuracy:0.8815
INFO:root:[Epoch 1 Batch 3040/7467] loss=0.2642, lr=0.0000200, metrics:accuracy:0.8816
INFO:root:[Epoch 1 Batch 3050/7467] loss=0.2314, lr=0.0000200, metrics:accuracy:0.8817
INFO:root:[Epoch 1 Batch 3060/7467] loss=0.1738, lr=0.0000199, metrics:accuracy:0.8818
INFO:root:[Epoch 1 Batch 3070/7467] loss=0.2588, lr=0.0000199, metrics:accuracy:0.8819
INFO:root:[Epoch 1 Batch 3080/7467] loss=0.1995, lr=0.0000199, metrics:accuracy:0.8820
INFO:root:[Epoch 1 Batch 3090/7467] loss=0.2526, lr=0.0000199, metrics:accuracy:0.8821
INFO:root:[Epoch 1 Batch 3100/7467] loss=0.2922, lr=0.0000199, metrics:accuracy:0.8821
INFO:root:[Epoch 1 Batch 3110/7467] loss=0.2524, lr=0.0000199, metrics:accuracy:0.8821
INFO:root:[Epoch 1 Batch 3120/7467] loss=0.2719, lr=0.0000199, metrics:accuracy:0.8821
INFO:root:[Epoch 1 Batch 3130/7467] loss=0.1832, lr=0.0000199, metrics:accuracy:0.8822
INFO:root:[Epoch 1 Batch 3140/7467] loss=0.1975, lr=0.0000199, metrics:accuracy:0.8823
INFO:root:[Epoch 1 Batch 3150/7467] loss=0.1787, lr=0.0000199, metrics:accuracy:0.8825
INFO:root:[Epoch 1 Batch 3160/7467] loss=0.1962, lr=0.0000199, metrics:accuracy:0.8826
INFO:root:[Epoch 1 Batch 3170/7467] loss=0.2307, lr=0.0000199, metrics:accuracy:0.8827
INFO:root:[Epoch 1 Batch 3180/7467] loss=0.3155, lr=0.0000199, metrics:accuracy:0.8827
INFO:root:[Epoch 1 Batch 3190/7467] loss=0.2550, lr=0.0000198, metrics:accuracy:0.8827
INFO:root:[Epoch 1 Batch 3200/7467] loss=0.2810, lr=0.0000198, metrics:accuracy:0.8827
INFO:root:[Epoch 1 Batch 3210/7467] loss=0.2088, lr=0.0000198, metrics:accuracy:0.8828
INFO:root:[Epoch 1 Batch 3220/7467] loss=0.2522, lr=0.0000198, metrics:accuracy:0.8829
INFO:root:[Epoch 1 Batch 3230/7467] loss=0.2839, lr=0.0000198, metrics:accuracy:0.8829
INFO:root:[Epoch 1 Batch 3240/7467] loss=0.2078, lr=0.0000198, metrics:accuracy:0.8829
INFO:root:[Epoch 1 Batch 3250/7467] loss=0.2272, lr=0.0000198, metrics:accuracy:0.8830
INFO:root:[Epoch 1 Batch 3260/7467] loss=0.1893, lr=0.0000198, metrics:accuracy:0.8832
INFO:root:[Epoch 1 Batch 3270/7467] loss=0.2871, lr=0.0000198, metrics:accuracy:0.8832
INFO:root:[Epoch 1 Batch 3280/7467] loss=0.2284, lr=0.0000198, metrics:accuracy:0.8833
INFO:root:[Epoch 1 Batch 3290/7467] loss=0.2547, lr=0.0000198, metrics:accuracy:0.8833
INFO:root:[Epoch 1 Batch 3300/7467] loss=0.2191, lr=0.0000198, metrics:accuracy:0.8834
INFO:root:[Epoch 1 Batch 3310/7467] loss=0.2370, lr=0.0000198, metrics:accuracy:0.8835
INFO:root:[Epoch 1 Batch 3320/7467] loss=0.1742, lr=0.0000198, metrics:accuracy:0.8836
INFO:root:[Epoch 1 Batch 3330/7467] loss=0.2785, lr=0.0000197, metrics:accuracy:0.8836
INFO:root:[Epoch 1 Batch 3340/7467] loss=0.2469, lr=0.0000197, metrics:accuracy:0.8837
INFO:root:[Epoch 1 Batch 3350/7467] loss=0.1727, lr=0.0000197, metrics:accuracy:0.8839
INFO:root:[Epoch 1 Batch 3360/7467] loss=0.2091, lr=0.0000197, metrics:accuracy:0.8840
INFO:root:[Epoch 1 Batch 3370/7467] loss=0.1888, lr=0.0000197, metrics:accuracy:0.8841
INFO:root:[Epoch 1 Batch 3380/7467] loss=0.2257, lr=0.0000197, metrics:accuracy:0.8842
INFO:root:[Epoch 1 Batch 3390/7467] loss=0.1956, lr=0.0000197, metrics:accuracy:0.8843
INFO:root:[Epoch 1 Batch 3400/7467] loss=0.1818, lr=0.0000197, metrics:accuracy:0.8844
INFO:root:[Epoch 1 Batch 3410/7467] loss=0.3001, lr=0.0000197, metrics:accuracy:0.8844
INFO:root:[Epoch 1 Batch 3420/7467] loss=0.2046, lr=0.0000197, metrics:accuracy:0.8844
INFO:root:[Epoch 1 Batch 3430/7467] loss=0.2190, lr=0.0000197, metrics:accuracy:0.8845
INFO:root:[Epoch 1 Batch 3440/7467] loss=0.2215, lr=0.0000197, metrics:accuracy:0.8846
INFO:root:[Epoch 1 Batch 3450/7467] loss=0.2474, lr=0.0000197, metrics:accuracy:0.8846
INFO:root:[Epoch 1 Batch 3460/7467] loss=0.1876, lr=0.0000196, metrics:accuracy:0.8847
INFO:root:[Epoch 1 Batch 3470/7467] loss=0.2640, lr=0.0000196, metrics:accuracy:0.8848
INFO:root:[Epoch 1 Batch 3480/7467] loss=0.2363, lr=0.0000196, metrics:accuracy:0.8849
INFO:root:[Epoch 1 Batch 3490/7467] loss=0.2386, lr=0.0000196, metrics:accuracy:0.8850
INFO:root:[Epoch 1 Batch 3500/7467] loss=0.2098, lr=0.0000196, metrics:accuracy:0.8851
INFO:root:[Epoch 1 Batch 3510/7467] loss=0.1954, lr=0.0000196, metrics:accuracy:0.8852
INFO:root:[Epoch 1 Batch 3520/7467] loss=0.2850, lr=0.0000196, metrics:accuracy:0.8851
INFO:root:[Epoch 1 Batch 3530/7467] loss=0.2864, lr=0.0000196, metrics:accuracy:0.8851
INFO:root:[Epoch 1 Batch 3540/7467] loss=0.2600, lr=0.0000196, metrics:accuracy:0.8852
INFO:root:[Epoch 1 Batch 3550/7467] loss=0.2629, lr=0.0000196, metrics:accuracy:0.8852
INFO:root:[Epoch 1 Batch 3560/7467] loss=0.2682, lr=0.0000196, metrics:accuracy:0.8852
INFO:root:[Epoch 1 Batch 3570/7467] loss=0.2457, lr=0.0000196, metrics:accuracy:0.8852
INFO:root:[Epoch 1 Batch 3580/7467] loss=0.2448, lr=0.0000196, metrics:accuracy:0.8853
INFO:root:[Epoch 1 Batch 3590/7467] loss=0.3008, lr=0.0000195, metrics:accuracy:0.8852
INFO:root:[Epoch 1 Batch 3600/7467] loss=0.2580, lr=0.0000195, metrics:accuracy:0.8852
INFO:root:[Epoch 1 Batch 3610/7467] loss=0.1788, lr=0.0000195, metrics:accuracy:0.8853
INFO:root:[Epoch 1 Batch 3620/7467] loss=0.2150, lr=0.0000195, metrics:accuracy:0.8854
INFO:root:[Epoch 1 Batch 3630/7467] loss=0.2693, lr=0.0000195, metrics:accuracy:0.8854
INFO:root:[Epoch 1 Batch 3640/7467] loss=0.1881, lr=0.0000195, metrics:accuracy:0.8855
INFO:root:[Epoch 1 Batch 3650/7467] loss=0.1989, lr=0.0000195, metrics:accuracy:0.8857
INFO:root:[Epoch 1 Batch 3660/7467] loss=0.2497, lr=0.0000195, metrics:accuracy:0.8857
INFO:root:[Epoch 1 Batch 3670/7467] loss=0.2023, lr=0.0000195, metrics:accuracy:0.8858
INFO:root:[Epoch 1 Batch 3680/7467] loss=0.2910, lr=0.0000195, metrics:accuracy:0.8858
INFO:root:[Epoch 1 Batch 3690/7467] loss=0.1993, lr=0.0000195, metrics:accuracy:0.8859
INFO:root:[Epoch 1 Batch 3700/7467] loss=0.2481, lr=0.0000195, metrics:accuracy:0.8859
INFO:root:[Epoch 1 Batch 3710/7467] loss=0.2675, lr=0.0000195, metrics:accuracy:0.8860
INFO:root:[Epoch 1 Batch 3720/7467] loss=0.2697, lr=0.0000195, metrics:accuracy:0.8860
INFO:root:[Epoch 1 Batch 3730/7467] loss=0.2491, lr=0.0000194, metrics:accuracy:0.8860
INFO:root:[Epoch 1 Batch 3740/7467] loss=0.2159, lr=0.0000194, metrics:accuracy:0.8861
INFO:root:[Epoch 1 Batch 3750/7467] loss=0.2510, lr=0.0000194, metrics:accuracy:0.8861
INFO:root:[Epoch 1 Batch 3760/7467] loss=0.2395, lr=0.0000194, metrics:accuracy:0.8861
INFO:root:[Epoch 1 Batch 3770/7467] loss=0.1877, lr=0.0000194, metrics:accuracy:0.8863
INFO:root:[Epoch 1 Batch 3780/7467] loss=0.1922, lr=0.0000194, metrics:accuracy:0.8864
INFO:root:[Epoch 1 Batch 3790/7467] loss=0.2102, lr=0.0000194, metrics:accuracy:0.8864
INFO:root:[Epoch 1 Batch 3800/7467] loss=0.2025, lr=0.0000194, metrics:accuracy:0.8865
INFO:root:[Epoch 1 Batch 3810/7467] loss=0.1895, lr=0.0000194, metrics:accuracy:0.8866
INFO:root:[Epoch 1 Batch 3820/7467] loss=0.2279, lr=0.0000194, metrics:accuracy:0.8866
INFO:root:[Epoch 1 Batch 3830/7467] loss=0.2204, lr=0.0000194, metrics:accuracy:0.8867
INFO:root:[Epoch 1 Batch 3840/7467] loss=0.2258, lr=0.0000194, metrics:accuracy:0.8868
INFO:root:[Epoch 1 Batch 3850/7467] loss=0.2244, lr=0.0000194, metrics:accuracy:0.8868
INFO:root:[Epoch 1 Batch 3860/7467] loss=0.2010, lr=0.0000193, metrics:accuracy:0.8868
INFO:root:[Epoch 1 Batch 3870/7467] loss=0.2109, lr=0.0000193, metrics:accuracy:0.8869
INFO:root:[Epoch 1 Batch 3880/7467] loss=0.2319, lr=0.0000193, metrics:accuracy:0.8870
INFO:root:[Epoch 1 Batch 3890/7467] loss=0.2708, lr=0.0000193, metrics:accuracy:0.8870
INFO:root:[Epoch 1 Batch 3900/7467] loss=0.2224, lr=0.0000193, metrics:accuracy:0.8871
INFO:root:[Epoch 1 Batch 3910/7467] loss=0.1896, lr=0.0000193, metrics:accuracy:0.8872
INFO:root:[Epoch 1 Batch 3920/7467] loss=0.1580, lr=0.0000193, metrics:accuracy:0.8873
INFO:root:[Epoch 1 Batch 3930/7467] loss=0.2883, lr=0.0000193, metrics:accuracy:0.8874
INFO:root:[Epoch 1 Batch 3940/7467] loss=0.2276, lr=0.0000193, metrics:accuracy:0.8875
INFO:root:[Epoch 1 Batch 3950/7467] loss=0.2963, lr=0.0000193, metrics:accuracy:0.8874
INFO:root:[Epoch 1 Batch 3960/7467] loss=0.2809, lr=0.0000193, metrics:accuracy:0.8874
INFO:root:[Epoch 1 Batch 3970/7467] loss=0.2286, lr=0.0000193, metrics:accuracy:0.8874
INFO:root:[Epoch 1 Batch 3980/7467] loss=0.1804, lr=0.0000193, metrics:accuracy:0.8875
INFO:root:[Epoch 1 Batch 3990/7467] loss=0.1787, lr=0.0000193, metrics:accuracy:0.8876
INFO:root:[Epoch 1 Batch 4000/7467] loss=0.2397, lr=0.0000192, metrics:accuracy:0.8877
INFO:root:[Epoch 1 Batch 4010/7467] loss=0.2018, lr=0.0000192, metrics:accuracy:0.8877
INFO:root:[Epoch 1 Batch 4020/7467] loss=0.2394, lr=0.0000192, metrics:accuracy:0.8877
INFO:root:[Epoch 1 Batch 4030/7467] loss=0.1651, lr=0.0000192, metrics:accuracy:0.8878
INFO:root:[Epoch 1 Batch 4040/7467] loss=0.1755, lr=0.0000192, metrics:accuracy:0.8880
INFO:root:[Epoch 1 Batch 4050/7467] loss=0.2348, lr=0.0000192, metrics:accuracy:0.8880
INFO:root:[Epoch 1 Batch 4060/7467] loss=0.1841, lr=0.0000192, metrics:accuracy:0.8881
INFO:root:[Epoch 1 Batch 4070/7467] loss=0.2294, lr=0.0000192, metrics:accuracy:0.8881
INFO:root:[Epoch 1 Batch 4080/7467] loss=0.3101, lr=0.0000192, metrics:accuracy:0.8880
INFO:root:[Epoch 1 Batch 4090/7467] loss=0.2467, lr=0.0000192, metrics:accuracy:0.8881
INFO:root:[Epoch 1 Batch 4100/7467] loss=0.2261, lr=0.0000192, metrics:accuracy:0.8881
INFO:root:[Epoch 1 Batch 4110/7467] loss=0.1734, lr=0.0000192, metrics:accuracy:0.8882
INFO:root:[Epoch 1 Batch 4120/7467] loss=0.1960, lr=0.0000192, metrics:accuracy:0.8882
INFO:root:[Epoch 1 Batch 4130/7467] loss=0.2119, lr=0.0000191, metrics:accuracy:0.8883
INFO:root:[Epoch 1 Batch 4140/7467] loss=0.1869, lr=0.0000191, metrics:accuracy:0.8884
INFO:root:[Epoch 1 Batch 4150/7467] loss=0.2461, lr=0.0000191, metrics:accuracy:0.8884
INFO:root:[Epoch 1 Batch 4160/7467] loss=0.1725, lr=0.0000191, metrics:accuracy:0.8886
INFO:root:[Epoch 1 Batch 4170/7467] loss=0.1795, lr=0.0000191, metrics:accuracy:0.8886
INFO:root:[Epoch 1 Batch 4180/7467] loss=0.1988, lr=0.0000191, metrics:accuracy:0.8887
INFO:root:[Epoch 1 Batch 4190/7467] loss=0.1941, lr=0.0000191, metrics:accuracy:0.8888
INFO:root:[Epoch 1 Batch 4200/7467] loss=0.1926, lr=0.0000191, metrics:accuracy:0.8889
INFO:root:[Epoch 1 Batch 4210/7467] loss=0.2249, lr=0.0000191, metrics:accuracy:0.8889
INFO:root:[Epoch 1 Batch 4220/7467] loss=0.2336, lr=0.0000191, metrics:accuracy:0.8890
INFO:root:[Epoch 1 Batch 4230/7467] loss=0.2668, lr=0.0000191, metrics:accuracy:0.8890
INFO:root:[Epoch 1 Batch 4240/7467] loss=0.2375, lr=0.0000191, metrics:accuracy:0.8890
INFO:root:[Epoch 1 Batch 4250/7467] loss=0.1999, lr=0.0000191, metrics:accuracy:0.8891
INFO:root:[Epoch 1 Batch 4260/7467] loss=0.1765, lr=0.0000191, metrics:accuracy:0.8892
INFO:root:[Epoch 1 Batch 4270/7467] loss=0.2324, lr=0.0000190, metrics:accuracy:0.8892
INFO:root:[Epoch 1 Batch 4280/7467] loss=0.2132, lr=0.0000190, metrics:accuracy:0.8892
INFO:root:[Epoch 1 Batch 4290/7467] loss=0.2453, lr=0.0000190, metrics:accuracy:0.8892
INFO:root:[Epoch 1 Batch 4300/7467] loss=0.2124, lr=0.0000190, metrics:accuracy:0.8893
INFO:root:[Epoch 1 Batch 4310/7467] loss=0.1914, lr=0.0000190, metrics:accuracy:0.8894
INFO:root:[Epoch 1 Batch 4320/7467] loss=0.2833, lr=0.0000190, metrics:accuracy:0.8894
INFO:root:[Epoch 1 Batch 4330/7467] loss=0.2748, lr=0.0000190, metrics:accuracy:0.8894
INFO:root:[Epoch 1 Batch 4340/7467] loss=0.1996, lr=0.0000190, metrics:accuracy:0.8895
INFO:root:[Epoch 1 Batch 4350/7467] loss=0.2170, lr=0.0000190, metrics:accuracy:0.8895
INFO:root:[Epoch 1 Batch 4360/7467] loss=0.1953, lr=0.0000190, metrics:accuracy:0.8896
INFO:root:[Epoch 1 Batch 4370/7467] loss=0.2179, lr=0.0000190, metrics:accuracy:0.8896
INFO:root:[Epoch 1 Batch 4380/7467] loss=0.2677, lr=0.0000190, metrics:accuracy:0.8896
INFO:root:[Epoch 1 Batch 4390/7467] loss=0.1982, lr=0.0000190, metrics:accuracy:0.8897
INFO:root:[Epoch 1 Batch 4400/7467] loss=0.2641, lr=0.0000189, metrics:accuracy:0.8897
INFO:root:[Epoch 1 Batch 4410/7467] loss=0.2145, lr=0.0000189, metrics:accuracy:0.8897
INFO:root:[Epoch 1 Batch 4420/7467] loss=0.2257, lr=0.0000189, metrics:accuracy:0.8897
INFO:root:[Epoch 1 Batch 4430/7467] loss=0.2548, lr=0.0000189, metrics:accuracy:0.8898
INFO:root:[Epoch 1 Batch 4440/7467] loss=0.2301, lr=0.0000189, metrics:accuracy:0.8898
INFO:root:[Epoch 1 Batch 4450/7467] loss=0.1836, lr=0.0000189, metrics:accuracy:0.8899
INFO:root:[Epoch 1 Batch 4460/7467] loss=0.2633, lr=0.0000189, metrics:accuracy:0.8899
INFO:root:[Epoch 1 Batch 4470/7467] loss=0.2669, lr=0.0000189, metrics:accuracy:0.8900
INFO:root:[Epoch 1 Batch 4480/7467] loss=0.2134, lr=0.0000189, metrics:accuracy:0.8900
INFO:root:[Epoch 1 Batch 4490/7467] loss=0.2000, lr=0.0000189, metrics:accuracy:0.8901
INFO:root:[Epoch 1 Batch 4500/7467] loss=0.2392, lr=0.0000189, metrics:accuracy:0.8901
INFO:root:[Epoch 1 Batch 4510/7467] loss=0.1942, lr=0.0000189, metrics:accuracy:0.8902
INFO:root:[Epoch 1 Batch 4520/7467] loss=0.1990, lr=0.0000189, metrics:accuracy:0.8902
INFO:root:[Epoch 1 Batch 4530/7467] loss=0.1975, lr=0.0000188, metrics:accuracy:0.8903
INFO:root:[Epoch 1 Batch 4540/7467] loss=0.2081, lr=0.0000188, metrics:accuracy:0.8904
INFO:root:[Epoch 1 Batch 4550/7467] loss=0.1977, lr=0.0000188, metrics:accuracy:0.8904
INFO:root:[Epoch 1 Batch 4560/7467] loss=0.2217, lr=0.0000188, metrics:accuracy:0.8904
INFO:root:[Epoch 1 Batch 4570/7467] loss=0.2326, lr=0.0000188, metrics:accuracy:0.8905
INFO:root:[Epoch 1 Batch 4580/7467] loss=0.1679, lr=0.0000188, metrics:accuracy:0.8906
INFO:root:[Epoch 1 Batch 4590/7467] loss=0.2394, lr=0.0000188, metrics:accuracy:0.8906
INFO:root:[Epoch 1 Batch 4600/7467] loss=0.2148, lr=0.0000188, metrics:accuracy:0.8906
INFO:root:[Epoch 1 Batch 4610/7467] loss=0.1831, lr=0.0000188, metrics:accuracy:0.8907
INFO:root:[Epoch 1 Batch 4620/7467] loss=0.1870, lr=0.0000188, metrics:accuracy:0.8908
INFO:root:[Epoch 1 Batch 4630/7467] loss=0.2803, lr=0.0000188, metrics:accuracy:0.8908
INFO:root:[Epoch 1 Batch 4640/7467] loss=0.2316, lr=0.0000188, metrics:accuracy:0.8908
INFO:root:[Epoch 1 Batch 4650/7467] loss=0.2631, lr=0.0000188, metrics:accuracy:0.8908
INFO:root:[Epoch 1 Batch 4660/7467] loss=0.1620, lr=0.0000188, metrics:accuracy:0.8909
INFO:root:[Epoch 1 Batch 4670/7467] loss=0.2611, lr=0.0000187, metrics:accuracy:0.8909
INFO:root:[Epoch 1 Batch 4680/7467] loss=0.2426, lr=0.0000187, metrics:accuracy:0.8909
INFO:root:[Epoch 1 Batch 4690/7467] loss=0.2285, lr=0.0000187, metrics:accuracy:0.8909
INFO:root:[Epoch 1 Batch 4700/7467] loss=0.2308, lr=0.0000187, metrics:accuracy:0.8910
INFO:root:[Epoch 1 Batch 4710/7467] loss=0.1941, lr=0.0000187, metrics:accuracy:0.8910
INFO:root:[Epoch 1 Batch 4720/7467] loss=0.2146, lr=0.0000187, metrics:accuracy:0.8911
INFO:root:[Epoch 1 Batch 4730/7467] loss=0.1723, lr=0.0000187, metrics:accuracy:0.8912
INFO:root:[Epoch 1 Batch 4740/7467] loss=0.2618, lr=0.0000187, metrics:accuracy:0.8912
INFO:root:[Epoch 1 Batch 4750/7467] loss=0.2897, lr=0.0000187, metrics:accuracy:0.8912
INFO:root:[Epoch 1 Batch 4760/7467] loss=0.2266, lr=0.0000187, metrics:accuracy:0.8912
INFO:root:[Epoch 1 Batch 4770/7467] loss=0.2251, lr=0.0000187, metrics:accuracy:0.8912
INFO:root:[Epoch 1 Batch 4780/7467] loss=0.2284, lr=0.0000187, metrics:accuracy:0.8912
INFO:root:[Epoch 1 Batch 4790/7467] loss=0.2370, lr=0.0000187, metrics:accuracy:0.8913
INFO:root:[Epoch 1 Batch 4800/7467] loss=0.2001, lr=0.0000186, metrics:accuracy:0.8914
INFO:root:[Epoch 1 Batch 4810/7467] loss=0.2266, lr=0.0000186, metrics:accuracy:0.8914
INFO:root:[Epoch 1 Batch 4820/7467] loss=0.2266, lr=0.0000186, metrics:accuracy:0.8914
